x_train,x_test,y_train,y_test
0.2673408269501064,0.9885936181690136,3.570058263909225,4.665977941320527
0.45424864723916314,0.9846398614399348,3.88222652650699,4.541278204273085
0.9753664111010434,0.5163075132830619,5.471701541843031,3.918985747703944
0.5552561626161018,0.3326885005958422,3.464270253904118,4.07186417034609
0.27499271393415947,0.5556156493082721,3.43218362077659,4.447774388565863
0.31451769735803203,0.41637484952310133,3.9089181765486942,3.8187980592857427
0.3738166905712631,0.4013464483361511,3.3786554456462286,3.3610246247676736
0.8799535508076428,0.8728085085988552,5.08493128004513,5.548913904002476
0.6847588500555851,0.45140319001572704,4.083663962529151,3.375224014549488
0.7173617452739536,0.4611658558104874,4.949324313851359,4.206240094977396
0.29399990973072476,0.9076234013785044,3.3614351548500587,4.9087425160976785
0.9341558410081372,0.9184204370384376,5.011328953005203,4.343411235362177
0.45184879466109107,0.3979895293860708,3.6449933363909293,3.3489646619840387
0.9313516672777423,0.48781624168937254,4.959749885812937,4.180665022405585
0.7404421098395755,0.09279967370788178,4.103616653727952,3.58807008915844
0.38804215467568837,0.5257702609662934,3.4704736595784893,3.7289228450061076
0.45751813711571687,0.6311610030023397,3.54319690574594,4.038356213043056
0.413682960388413,0.10451170012567046,4.064926774863445,3.585275890784262
0.8417434536921002,0.35015637381044973,5.073767314924956,3.320519723852747
0.3040575411057974,0.7637239137122338,3.9177836274334688,4.420500441284432
0.22583753718553368,0.10175569508155846,3.5103109968263735,3.387243208655575
0.40767596660512206,0.9936589816275502,3.8106354600379695,4.519550251713524
0.9301140645577555,0.7045969532561907,5.509263844828129,4.970869945532591
0.4156303622639498,0.25858834130524877,3.4977613357367816,3.264143363819991
0.4502167927154367,0.7491028897608589,4.203673050798819,4.681797919151883
0.3055031699220756,0.7450044766123749,3.219745469484755,4.2561324612656115
0.10700022914970442,0.6167473041070424,2.9819424911208343,3.927114272311593
0.31052956860341807,0.9625595015887125,3.7463618483257437,5.0745749368574895
0.8668796926143751,0.11298397019720186,5.00286601741586,3.27474851103198
0.5298299026223883,0.6306149712963605,4.271886960417932,4.538235277362434
0.3205458598712112,0.02922663596953845,4.21902744088961,2.863280689648485
0.38420911771784605,0.724621869323632,3.6233565842136977,4.129294517009372
0.9124362250117253,0.2777878084334868,5.204325204840583,3.9921734593462515
0.7250953010977741,0.4716357730719818,4.40035519613458,3.8794123875298396
0.1628342853891256,0.7305897335839842,3.3459946707111956,3.648904225137923
0.9466869463590988,0.7455605486822153,4.77213774948606,4.261876409174987
0.1684762695518549,0.35827863849373776,3.2828146258300492,3.589811449600163
0.9855790483855813,0.1566127121480687,4.725633483843425,2.7067510261251333
0.7090561433980855,0.5822443187283255,3.5348212450132115,3.7976276802685365
0.4880393894287729,0.4676360444258689,4.180924991477953,4.040938636000338
0.19989203747178275,0.8944674453991189,3.6072905450514723,4.648446651759436
0.29704206130988164,0.14631462003224915,3.7671230058765968,3.122312240442666
0.38337347867458693,0.996195221610194,3.961167653567391,4.58001143837342
0.31998682427556047,0.3740095242597199,3.893875079295364,3.5011148987934884
0.7530332379074907,0.9516254024965312,4.653941458088673,4.667175572229812
0.5365625972937305,0.7545996818182087,4.1451818617907294,4.633342000713655
0.30128270321435435,0.9816006561064671,3.483936803908861,4.39600445210459
0.06227211573443148,0.1390049562296094,3.2055118450058795,3.082034905874921
0.5259144615265601,0.20782132219546423,4.180985560981006,3.487840063743274
0.9149958976251397,0.5128967239937166,4.7948433623093765,4.0046239708100435
0.8875809309118596,0.07338148920752019,4.976596723950811,3.409178578941521
0.007448603293493172,0.841797759656144,3.2804184464948754,4.860519066315175
0.013624050253633113,0.7062032234507379,2.6355717641842245,4.783702163074359
0.27634498039792565,0.38370125160655755,3.6891553598477764,3.3947528111469842
0.2964273617532823,0.7370831931761633,3.6862489895609105,4.258700251498345
0.6264605756743977,0.9577159055160147,4.241016834127407,4.908162516760619
0.3069508460357755,0.5700643688222906,3.910883459542385,3.6900322809336314
0.2984622612056811,0.815505889399543,3.498580928238262,4.61825081349931
0.3839572828743182,0.9376251114607463,3.5854807213799877,4.529584363919646
0.08529913292477675,0.5300573489176308,3.0474872457335813,4.132747059294784
0.2559354806552764,0.9424176800581244,3.363993163030966,5.050558130671238
0.9502698080948737,0.8342049653631296,5.009161357355675,4.8358857536422235
0.4666576218318981,0.057138171805410365,4.190467418113507,3.0810666650873695
0.7672106061844238,0.7198855650017123,4.422475546711816,4.700517152137733
0.04921528004162512,0.11413625108971115,2.7636319017911637,2.8816300073837753
0.8870415524180496,0.008228210753782106,4.443032579670377,2.9864840719131687
0.7661011258149888,0.34180320886520443,4.172485632757497,3.9839587859367156
0.6110489988265022,0.16176943205412564,4.240369633051086,3.4475975211580585
0.013191724891205348,0.13802419540053557,3.437749236764736,3.3105193424279977
0.2779284216602125,0.3422109106005392,3.7810464289587205,3.582102130607782
0.9132205882561183,0.9166823821967756,5.402775553243065,4.441445901673485
0.9670789731805376,0.9130210837068656,5.621474026837781,5.0710328870586014
0.9731876650118255,0.49671564857409967,4.9315943981255925,3.869536804715972
0.897978835225706,0.22911726620223072,5.217654306944268,3.4192183255742794
0.4973337111797781,0.816277904638554,3.177136449875948,5.081092355665385
0.7907547361510953,0.5293729818254589,4.729309159726684,4.258664715259203
0.8169887647089553,0.5908636720007052,5.268559742337495,4.517860312390054
0.8711495668224637,0.22836857821877232,5.34291958604688,3.287736496528076
0.532545133003733,0.1074133602834062,4.1959070816278645,2.866154500449012
0.2683939022922156,0.9632535863755312,3.081656643264936,5.158085402999378
0.6615873052758569,0.5315406100896426,4.335253395319756,3.8488916776276296
0.30866540596043024,0.19577674844810455,3.420518397417824,3.4460835805542236
0.7029991727263453,0.7231433819031939,4.342315869227618,4.398233609961593
0.6975043099490378,0.9351094358240818,4.555055063238476,5.446613787225567
0.560593628016863,0.6324206239952879,4.5310203613748055,4.441103881361807
0.041404916279085935,0.6785407876815732,3.2540441220038314,4.69576636761964
0.5878474408659661,0.6707692872277626,3.6984070980395964,4.544005821323379
0.32316480383241886,0.1627901459811738,3.1861905216506052,3.4851294947230835
0.6215358693576053,0.15777089623092622,4.274499859683732,3.2164714310230442
0.21088324084933663,0.7693280824263419,3.1006661148094947,4.664480908704281
0.009930971092742436,0.33963416316686545,2.929377367359013,3.9990094529032274
0.6934887909749297,0.5286940447510734,4.518951354096344,4.166316531542418
0.9027754435334591,0.9235670449956147,5.260284087964315,4.61534637377929
0.9116726535217115,0.28509639946704135,4.82136605335246,2.9871343285442493
0.39779584550191727,0.9123215503163143,3.5853457498963994,4.900988367743456
0.831154255966663,0.10626944970530416,4.797740233812647,3.0977761895509475
0.5949671598124147,0.6717071390783849,4.104875167386282,4.437112826830933
0.8300119786940647,0.7286795027352426,5.0249612221504245,4.184604816957654
0.8837283626879605,0.7595905583706077,5.140372785121948,4.845540827541224
0.6800954644093613,0.06576241058881582,4.5408288740228,3.11649859348136
